filepath,md5,sb_id,time_uploaded_to_sb
in_data/NLDAS_time[0.367700]_x[397]_y[136].csv,b3d8621b73530aae3f0218b2b5d530d2,6006eec9d34e592d867201d0,2021-02-14 19:43 UTC
in_data/NLDAS_time[0.367700]_x[401]_y[136].csv,224d5722cad30d79aae21009126c410a,6006eec9d34e592d867201d0,2021-02-14 19:43 UTC
out_data/ltmp_levels.rds,f81e61c96595d8d252e44339facd0b05,6006eec9d34e592d867201d0,2021-02-14 19:48 UTC
out_data/ltmp_nml_list.rds,21e535a12ef4f381ea3e92f2075d684d,6006eec9d34e592d867201d0,2021-02-14 19:43 UTC
out_data/ltmp_temps.rds,68b587a4477ee6ff417f1891d7494059,6006eec9d34e592d867201d0,2021-02-14 19:47 UTC
out_data/reservoir_polygons.zip,b9555233519503ae236b9dcde253e69d,6006eec9d34e592d867201d0,2021-02-14 19:43 UTC
out_xml/fgdc_metadata.xml,15e359e2a52829068cbbb12565f3e164,6006eec9d34e592d867201d0,2021-02-14 19:48 UTC
